ID	Year_collect	Length	Weight	cohort	Father	Mother	Cluster
PM_BMR_952	2018	94	1.078	2015	10	23	5
PM_BMR_953	2018	97	1.188	2015	62	48	15
PM_BMR_954	2018	80	0.749	2016	6	18	4
PM_BMR_955	2018	83	0.765	2016	10	12	5
PM_BMR_957	2018	94	1.053	2015	10	13	5
PM_BMR_958	2018	98	1.28	2015	13	14	5
PM_BMR_959	2018	96	1.321	2015	5	5	5
PM_BMR_960	2018	87	0.874	2016	11	14	5
PM_BMR_961	2018	99	1.234	2015	12	15	4
PM_BMR_962	2018	80	0.754	2016	16	17	8
PM_BMR_963	2018	82	0.737	2016	35	37	4
PM_BMR_964	2018	85	0.793	2016	7	16	6
PM_BMR_965	2018	95	1.097	2015	7	11	6
PM_BMR_966	2018	100	1.267	2015	11	14	5
PM_BMR_967	2018	91	0.883	2015	6	18	4
PM_BMR_968	2018	90	0.959	2015	11	14	5
PM_BMR_969	2018	89	0.936	2015	6	18	4
PM_BMR_970	2018	98	1.129	2015	11	14	5
PM_BMR_972	2018	95	1.05	2015	18	20	5
PM_BMR_973	2018	93	1.101	2015	10	23	5
PM_BMR_974	2018	93	0.989	2015	18	20	5
PM_BMR_975	2018	92	1.01	2015	6	18	4
PM_BMR_976	2018	90	1.032	2015	19	15	4
PM_BMR_977	2018	87	0.712	2016	10	23	5
PM_BMR_978	2018	96	1.015	2015	10	13	5
PM_BMR_979	2018	89	0.8	2015	13	14	5
PM_BMR_980	2018	81	0.678	2016	10	12	5
PM_BMR_981	2018	90	0.956	2015	20	20	5
PM_BMR_982	2018	79	1.116	2016	7	11	6
PM_BMR_983	2018	92	1.057	2015	12	15	4
PM_BMR_984	2018	94	1.003	2015	10	12	5
PM_BMR_985	2018	98	1.209	2015	13	14	5
PM_BMR_986	2018	80	0.722	2016	10	13	5
PM_BMR_987	2018	96	1.092	2015	10	13	5
PM_BMR_988	2018	92	0.947	2015	11	14	5
PM_BMR_989	2018	86	0.854	2016	9	12	5
PM_BMR_990	2018	90	1.089	2015	4	4	4
PM_BMR_991	2018	85	0.835	2016	10	13	5
PM_BMR_992	2018	81	0.709	2016	18	19	5
PM_BMR_993	2018	84	0.736	2016	4	4	4
PM_BMR_994	2018	90	1.007	2015	7	16	6
PM_BMR_995	2018	84	0.84	2016	62	48	15
PM_BMR_996	2018	83	0.716	2016	12	15	4
PM_BMR_997	2018	81	0.68	2016	7	7	6
PM_BMR_998	2018	92	0.914	2015	10	12	5
PM_BMR_999	2018	87	0.969	2016	4	4	4
